Sample_ID,PetroNo,Sample_type,Date_sampled,WaterYear,NAT_LOC,Site_name,Watershed,River,Reach,Lat_dd,Long_dd,Collector,Source,Paired_with,Sr8786,SD,Notes
SR072516_04,,Water,42576,2016,BUT,Butte Cr. - Gridley Rd,Lassen Tributaries,Butte Creek,Mid,39.362,-121.8929,F. Cordoleani,Cordoleani et al unpub.,,0.704994,0.0000117,"Prefix (SR) for spring run, not to be confused with Stanislaus River. Also - Justin misnamed isotope file as ClearLake"
SR072516_05,,Water,42576,2016,BUT,Butte Cr. - Rd 67,Lassen Tributaries,Butte Creek,Mid,39.41964,-121.88109,"F. Cordoleani, Alex Mc Huron and Jeremy Notch",Cordoleani et al unpub.,wild_clams,0.704833,0.00000882,"Paired with clams. Prefix (SR) for spring run, not to be confused with Stanislaus River. Also - Justin misnamed isotope file as ClearLake"
IEP013,,Water,35732,1998,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,Ingram & Weber 1999,,0.7046588,0.00000987,
IEP032,,Water,35752,1998,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,Ingram & Weber 1999,,0.704785,0.0000113,
IEP060,,Water,35775,1998,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,Ingram & Weber 1999,,0.7048284,0.00000987,
IEP075,,Water,35808,1998,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,Ingram & Weber 1999,,0.7048832,0.0000155,
IEP136,,Water,35903,1998,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,Ingram & Weber 1999,,0.7048918,0.00000987,
IEP188,,Water,35961,1998,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,"Weber, unpublished",,0.7046426,0.000014,
IEP245,,Water,36032,1998,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,"Weber, unpublished",,0.7046021,0.000013,
IEP254,,Water,36065,1998,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,"Weber, unpublished",,0.7045729,0.00001,
IEP340,,Water,36202,1999,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,"Weber, unpublished",,0.7048329,0.000013,"Day diff date between consolidating tab and ""2000 IEP samples file"" (used the latter)"
IEP370,,Water,36265,1999,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,"Weber, unpublished",,0.704827,0.000014,"Day diff date between consolidating tab and ""2000 IEP samples file"" (used the latter)"
IEP451,,Water,36412,1999,BUT,Butte Creek,Lassen Tributaries,Butte Creek,Upper,39.534104,-121.856374,Peter Weber,"Weber, unpublished",,0.7046963,0.000018,
ISO_060517_05,,Water,42891,2017,BUT,"Butte Creek, Highway 99, Chico",Lassen Tributaries,Butte Creek,Upper,39.69442,-121.777771,Mollie Ogaz,"Sturrock & Johnson, unpub.",oxygen,0.704612,0.0000177,
SR051915_02,,Water,42143,2015,BUT,Butte Cr. - Covered Bridge,Lassen Tributaries,Butte Creek,Upper,39.72855,-121.70384,F. Cordoleani,Cordoleani et al unpub.,,0.704689,0.00000726,"Prefix (SR) for spring run, not to be confused with Stanislaus River. Also - Justin misnamed isotope file as ClearLake"
IEP604,,Water,37331,2002,,Cottonwood Creek at I-5,Lassen Tributaries,Cottonwood Creek,Mid,40.377211,-122.284395,Peter Weber,"Weber, unpublished",,0.70614,0.00007,
ISO_070617_01,,Water,42922,2017,,Cottonwood Creek @ 5 miles Sac x Main St,Lassen Tributaries,Cottonwood Creek,TBC,40.376688,-122.283243,Rachel Johnson,"Sturrock & Johnson, unpub.",oxygen,0.706071,0.0000124,
IEP506,,Water,36985,2001,DEE,Deer Creek at Sac,Lassen Tributaries,Deer Creek,Lower,39.932795,-122.076426,Peter Weber,"Weber, unpublished",,0.704181635,0.0000136,
IEP016,,Water,35732,1998,DEE,Deer Creek,Lassen Tributaries,Deer Creek,Upper,40.187676,-121.532041,Peter Weber,Ingram & Weber 1999,,0.7040786,0.0000113,
IEP033,,Water,35752,1998,DEE,Deer Creek,Lassen Tributaries,Deer Creek,Upper,40.187676,-121.532041,Peter Weber,Ingram & Weber 1999,,0.7040901,0.00000845,
IEP053,,Water,35775,1998,DEE,Deer Creek,Lassen Tributaries,Deer Creek,Upper,40.187676,-121.532041,Peter Weber,Ingram & Weber 1999,,0.7040833,0.0000113,
IEP068,,Water,35808,1998,DEE,Deer Creek,Lassen Tributaries,Deer Creek,Upper,40.187676,-121.532041,Peter Weber,Ingram & Weber 1999,,0.704127,0.00000986,new; above hatchery outlet
IEP133,,Water,35903,1998,DEE,Deer Creek,Lassen Tributaries,Deer Creek,Upper,40.187676,-121.532041,Peter Weber,Ingram & Weber 1999,,0.7040544,0.00000986,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP358,,Water,36243,1999,DEE,Deer Creek,Lassen Tributaries,Deer Creek,Upper,40.187676,-121.532041,Peter Weber,"Weber, unpublished",,0.7040786,0.00001,"Day diff date between consolidating tab and ""2000 IEP samples file"" (used the latter)"
ISO_062017_02,,Water,42906,2017,DEE,Deer Creek @hyw 32,Lassen Tributaries,Deer Creek,Upper,40.170915,-121.560519,"Jeremy Notch, UCSC","Sturrock & Johnson, unpub.",oxygen,0.704047,0.000015,
SR072316_07,,Water,42574,2016,DEE,Deer Cr- Lower Falls @ bridge,Lassen Tributaries,Deer Creek,Upper,40.163866,-121.59651,Rachel Johnson,Cordoleani et al unpub.,,0.704003,0.00000928,"Prefix (SR) for spring run, not to be confused with Stanislaus River. Also - Justin misnamed isotope file as ClearLake"
IEP017,,Water,35732,1998,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,Ingram & Weber 1999,,0.7039495,0.00000986,
IEP031,,Water,35752,1998,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,Ingram & Weber 1999,,0.7039764,0.00000986,
IEP058,,Water,35775,1998,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,Ingram & Weber 1999,,0.7039601,0.00000986,
IEP067,,Water,35808,1998,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,Ingram & Weber 1999,,0.7039185,0.0000155,
IEP135,,Water,35903,1998,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,Ingram & Weber 1999,,0.7039769,0.0000127,
IEP185,,Water,35961,1998,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,"Weber, unpublished",,0.7039982,0.00001,
IEP248,,Water,36065,1998,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,"Weber, unpublished",,0.7040176,0.000008,
IEP381,,Water,36304,1999,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,"Weber, unpublished",,0.7040022,0.000017,
IEP602,,Water,37331,2002,MIL,Mill Creek,Lassen Tributaries,Mill Creek,Upper,40.358042,-121.509542,Peter Weber,"Weber, unpublished",,0.70413,0.00002,
ISO_062017_01,,Water,42906,2017,MIL,Mill Creek @hole in the ground,Lassen Tributaries,Mill Creek,Upper,40.309445,-121.560825,"Jeremy Notch, UCSC","Sturrock & Johnson, unpub.",oxygen,0.703986,0.0000164,
BAT_031915_LE01,,Water,42082,2015,,Soap Creek,Lassen Tributaries,Soap Creek (off Battle Creek),trib,40.385525,-121.817449,"Laurie Earley (USFWS, laurie_earley@fws.gov)","Sturrock & Johnson, unpub.",,0.704497,0.000023,"LE01. Soap = spring fed (Bluff springs and East Bluff springs) and perennial.  A large portion of the creek is typically diverted to the South Canal, however, since the storm in December the canal is offline.  "
IEP504,,Water,37052,2001,MER,Merced River at Hatfield Park,Merced River,Merced River,Lower,37.3512,-120.961469,Peter Weber,"Weber, unpublished",,0.707845116,0.0000147,
ISO_022317_02,,Water,42789,2017,MER,"Merced River, Hatfield Park",Merced River,Merced River,Lower,37.351334,-120.960811,Gretchen Murphy (CDFW),"Sturrock & Johnson, unpub.",,0.708449,0.0000138,
IEP503,,Water,37052,2001,MER,Merced River at McConnell State Rec Area,Merced River,Merced River,Lower,37.415137,-120.70991,Peter Weber,"Weber, unpublished",,0.70781825,0.0000196,
IEP023,,Water,35734,1998,MER,Merced River Hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.7084836,0.0000283,
IEP024,,Water,35734,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.708538,0.000134622,
IEP050,,Water,35781,1998,MER,Merced River Hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.7084848,0.0000156,
IEP051,,Water,35781,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.7085063,0.0000128,
IEP077,,Water,35810,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.707622,0.0000127,
IEP078,,Water,35810,1998,MER,Merced River Hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.7076613,0.0000113,
IEP115,,Water,35875,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.709111,,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP117,,Water,35875,1998,MER,Merced River Hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.7091108,0.0000142,
IEP143,,Water,35910,1998,MER,Merced River Hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.709188,0.0000113,
IEP149,,Water,35910,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.70916,0.0000142,
IEP156,,Water,35931,1998,MER,Merced River Hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,Ingram & Weber 1999,,0.7089291,0.0000113,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP157,,Water,35931,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.708929,,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP193,,Water,35973,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.70865,0.00003,
IEP233,,Water,36027,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.7086577,0.000014,
IEP263,,Water,36068,1998,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.7087,0.00001,
IEP276,,Water,36089,1999,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.70852,0.00002,
IEP291,,Water,36122,1999,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.7084855,0.000009,
IEP317,,Water,36165,1999,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.7084862,0.000009,
IEP363,,Water,36262,1999,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.7086975,0.000009,
IEP386,,Water,36306,1999,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.70868,0.00003,
IEP410,,Water,36354,1999,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.70853,0.00001,
IEP444,,Water,36410,1999,MER,Merced River by hatchery,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.70861,0.00008,
IEP502,,Water,37052,2001,MER,Merced River at Snelling,Merced River,Merced River,Upper,37.51592,-120.37238,Peter Weber,"Weber, unpublished",,0.708454577,0.000015,
ISO_022317_01,,Water,42789,2017,MER,"Merced R, 5rkm upstream of Snelling",Merced River,Merced River,Upper,37.517292,-120.393692,Gretchen Murphy (CDFW),"Sturrock & Johnson, unpub.",,0.708769,0.0000175,
D06_MOK_SACCON_011614,,Water,41655,2014,,Sac-Mok confluence,Mokelumne River,Mokelumne River,Delta,38.223587,-121.507324,Anna Sturrock,Sturrock et al (in review),clams,0.70648,0.0000189,
D08_MOK_HOPE_011614,,Water,41655,2014,MOK,"Mokelumne R, New Hope Rd",Mokelumne River,Mokelumne River,Lower,38.236617,-121.419196,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.706782,0.0000139,
ISO_060817_01,,Water,42894,2017,MOK,"Mokelumne R, New Hope Rd",Mokelumne River,Mokelumne River,Lower,38.236617,-121.419196,Anna Sturrock,"Sturrock & Johnson, unpub.",oxygen,0.70696,0.0000151,Stood on bank to collect
IEP007,,Water,35727,1998,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7069693,0.000024,
IEP008,,Water,35727,1998,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7069659,0.0000099,
IEP043,,Water,35754,1998,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.706818,0.0000127,
IEP044,,Water,35754,1998,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7069034,0.0000156,
IEP047,,Water,35781,1998,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7068916,0.0000099,
IEP049,,Water,35781,1998,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7068772,0.0000113,
IEP073,,Water,35810,1998,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7068599,0.0000127,
IEP074,,Water,35810,1998,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7068809,0.0000127,
IEP108,,Water,35844,1998,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,"Weber, unpublished",,0.70701,0.00002,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP112,,Water,35875,1998,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.707288,0.0000113,
IEP113,,Water,35875,1998,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,"Weber, unpublished",,0.70728,0.00002,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP146,,Water,35910,1998,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7071851,0.0000113,
IEP148,,Water,35910,1998,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7071786,0.0000113,
IEP161,,Water,35931,1998,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,Ingram & Weber 1999,,0.7070939,0.0000467,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP163,,Water,35931,1998,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,"Weber, unpublished",,0.70721,0.00008,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP211,,Water,35999,1998,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,"Weber, unpublished",,0.706987,0.00001,
IEP280,,Water,36089,1999,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,"Weber, unpublished",,0.70688,0.00005,
IEP320,,Water,36165,1999,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,"Weber, unpublished",,0.706878,0.000008,
IEP351,,Water,36234,1999,MOK,Mokelumne River by hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,"Weber, unpublished",,0.707158,0.000013,
IEP388,,Water,36306,1999,MOK,Mokelumne River Hatchery,Mokelumne River,Mokelumne River,Upper,38.22488,-121.02448,Peter Weber,"Weber, unpublished",,0.707115,0.00001,
E27,,Water,41072,2012,,Miner slough near Arrowhead,Sacramento River,Miner Slough,trib,38.289626,-121.638218,Peter Weber,Phillis et al. 2018 Biological Conservation,MS5,0.706339,0.0000111,
E7,,Water,41011,2012,,Miner slough near Arrowhead,Sacramento River,Miner Slough,trib,38.289626,-121.638218,Peter Weber,Phillis et al. 2018 Biological Conservation,MS4,0.706141,0.0000111,
E0,,Water,41011,2012,,S. Fork Putah Cr at Mace Blvd,Sacramento River,Putah Creek,trib,38.518916,-121.695101,Peter Weber,"Weber, unpub.",,0.706513,0.0000075,anna added coordinates
07SB01,,Water,39206,2007,SAC,Sacramento River at American River,Sacramento River,Sacramento River,Lower,38.597477,-121.508086,Peter Weber,Phillis et al. 2018 Biological Conservation,,0.7064808,0.0000254,
07SB12,,Water,39206,2007,SAC,Sacramento River at Freeport,Sacramento River,Sacramento River,Lower,38.445995,-121.500648,Peter Weber,Phillis et al. 2018 Biological Conservation,,0.7058747,0.00000988,
07SB14,,Water,39240,2007,SAC,Sacramento River at Freeport,Sacramento River,Sacramento River,Lower,38.445995,-121.500648,Peter Weber,Phillis et al. 2018 Biological Conservation,,0.7058094,0.0000282,
07SB15,,Water,39240,2007,SAC,Sacramento River at American River,Sacramento River,Sacramento River,Lower,38.597477,-121.508086,Peter Weber,Phillis et al. 2018 Biological Conservation,,0.7068247,0.00000848,
E24,,Water,41072,2012,SAC,Sacramento River above American (Virgin Sturgeon),Sacramento River,Sacramento River,Lower,38.604645,-121.522593,Peter Weber,Phillis et al. 2018 Biological Conservation,SR11,0.705793,0.00000688,
E26,,Water,41072,2012,SAC,"Cliff’s Marina, Freeport",Sacramento River,Sacramento River,Lower,38.445995,-121.500648,Peter Weber,Phillis et al. 2018 Biological Conservation,F5,0.706305,0.0000073,
E4,,Water,41011,2012,SAC,Sacramento River above American (Virgin Sturgeon),Sacramento River,Sacramento River,Lower,38.604645,-121.522593,Peter Weber,Phillis et al. 2018 Biological Conservation,SR3,0.705818,0.00000838,
E6,,Water,41011,2012,SAC,"Cliff’s Marina, Freeport",Sacramento River,Sacramento River,Lower,38.445995,-121.500648,Peter Weber,Phillis et al. 2018 Biological Conservation,F2,0.706196,0.00000868,
D05_DCC_011614,,Water,41655,2014,SAC,Sac upstream of Delta (nr X channel),Sacramento River,Sacramento River,Lower,38.239182,-121.519333,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.705643,0.0000133,
IEP517,,Water,37002,2001,SAC,Sacramento River downstream of Rio Vista,Sacramento River,Sacramento River,Lower,38.148395,-121.688647,Peter Weber,"Weber, unpublished",,0.70598,0.00007,
ISO_060617_15,,Water,42892,2017,SAC,"Sacramento R, Freeport",Sacramento River,Sacramento River,Lower,38.471646,-121.505435,Mollie Ogaz,"Sturrock & Johnson, unpub.",oxygen,0.706511,0.0000158,
07SB05,,Water,39240,2007,SAC,Sacramento River at Elkhorn,Sacramento River,Sacramento River,Mid,38.675165,-121.624996,Peter Weber,Phillis et al. 2018 Biological Conservation,,0.705746,0.0000169,
07SB06,,Water,39240,2007,SAC,Sacramento River at Knights Landing,Sacramento River,Sacramento River,Mid,38.802807,-121.723434,Peter Weber,Phillis et al. 2018 Biological Conservation,,0.7050398,0.0000127,
07SB08,,Water,39206,2007,SAC,Sacramento River at Elkhorn,Sacramento River,Sacramento River,Mid,38.675165,-121.624996,Peter Weber,Phillis et al. 2018 Biological Conservation,,0.7057646,0.0000212,
07SB09,,Water,39206,2007,SAC,Sacramento River at Knights Landing,Sacramento River,Sacramento River,Mid,38.802807,-121.723434,Peter Weber,Phillis et al. 2018 Biological Conservation,,0.7050843,0.00000987,
E1,,Water,41011,2012,SAC,Sacramento River above Feather/Knights Landing,Sacramento River,Sacramento River,Mid,38.801845,-121.720992,Peter Weber,Phillis et al. 2018 Biological Conservation,KL1,0.705399,0.00000804,
E21,,Water,41072,2012,SAC,Sacramento River above Feather/Knights Landing,Sacramento River,Sacramento River,Mid,38.801845,-121.720992,Peter Weber,Phillis et al. 2018 Biological Conservation,KL2,0.706,0.00000882,
IEP513,,Water,37002,2001,SAC,Sacramento River at Elkhorn,Sacramento River,Sacramento River,Mid,38.675165,-121.624996,Peter Weber,"Weber, unpublished",,0.70561,0.00002,Need dates
IEP518,,Water,36999,2001,SAC,Sacramento River at Knights Landing,Sacramento River,Sacramento River,Mid,38.802807,-121.723434,Peter Weber,"Weber, unpublished",,0.70528,0.00005,
ISO_060517_01,,Water,42891,2017,SAC,"Sacramento R, Knights Landing",Sacramento River,Sacramento River,Mid,38.802473,-121.720427,Mollie Ogaz,"Sturrock & Johnson, unpub.",oxygen,0.705338,0.0000151,
O18-016,,Water,42225,2015,SAC,Sacramento River @ I5,Sacramento River,Sacramento River,Mid,38.673333,-121.624444,Rachel Johnson,Johnson & Sturrock unpub.,oxygen,0.706094,0.0000131,
O18-018,,Water,42225,2015,SAC,Sacramento River @ Tisdale Weir,Sacramento River,Sacramento River,Mid,39.024722,-121.821389,Rachel Johnson,Johnson & Sturrock unpub.,oxygen,0.705231,0.0000234,
SAC_KL_052814,,Water,41787,2014,SAC,"Sacramento R, Knights Landing",Sacramento River,Sacramento River,Mid,38.802473,-121.720427,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7051,0.00001,
IEP014,,Water,35732,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,Ingram & Weber 1999,,0.7048771,0.00000846,
IEP030,,Water,35752,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,Ingram & Weber 1999,,0.7046663,0.0000113,
IEP055,,Water,35775,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,Ingram & Weber 1999,,0.7046675,0.00000987,
IEP086,,Water,35823,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,Ingram & Weber 1999,,0.7048003,0.00000987,
IEP137,,Water,35903,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,Ingram & Weber 1999,,0.7058321,0.00000988,
IEP100,,Water,35850,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70501,0.00004,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP124,,Water,35877,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70573,0.00003,
IEP169,,Water,35938,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70514,0.00002,
IEP222,,Water,36005,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70511,0.00002,
IEP239,,Water,36032,1998,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.7050625,0.00001,
IEP271,,Water,36087,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70607,0.00003,
IEP285,,Water,36108,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70485,0.00003,
IEP302,,Water,36145,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.7046338,0.000008,"Day diff date between consolidating tab and ""2000 IEP samples file"" (used the latter)"
IEP342,,Water,36201,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70465,0.00003,
IEP372,,Water,36265,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.7051066,0.00001,"Day diff date between consolidating tab and ""2000 IEP samples file"" (used the latter)"
IEP380,,Water,36304,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.7048741,0.000007,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP421,,Water,36356,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.7048522,0.000008,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP437,,Water,36390,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70475,0.00009,
